2,1006,1495108,10,487498,16.153828
2,101,1511037,64,106072,4.238918
2,1013,1866253,74,111523,33.976853
2,1046,1711361,40,179398,22.685441
2,1096,1463490,41,154405,12.334390
2,1099,121317,54,10414,2.152236
2,1101,354520,35,44359,2.794598
2,1102,293848,14,81271,4.243669
2,1110,1361967,32,177238,18.000541
2,1119,1568648,41,162685,22.067711
2,1128,501743,75,30556,11.063168
2,1146,1710973,81,96529,33.896362
2,1180,1495853,27,229255,21.060514
2,1198,1960178,56,152014,31.666610
2,1199,616068,33,81232,9.341963
2,1207,417486,80,24316,4.685501
2,1210,954424,48,83929,16.416061
2,123,1543301,43,153334,4.338667
2,1237,699905,20,151192,4.880692
2,1251,47534,74,3070,0.528820
2,1252,1430180,97,68440,32.246276
2,1268,776753,47,75328,13.398259
2,1273,1194032,52,103246,21.270896
2,1279,1060308,32,142735,15.478040
2,1284,725813,55,61246,13.628939
2,1303,1499019,50,131020,14.340889
2,1303,908671,24,145387,13.105959
2,1322,1291809,71,82882,27.245677
2,1328,361367,51,31954,7.191080
2,1329,1111212,43,114661,17.303655
2,1335,1287697,66,88492,24.242782
2,1336,854901,78,49249,17.960927
2,1346,1220224,25,213805,9.262100
2,1346,1556375,20,289651,19.878761
2,136,443913,75,27652,2.881498
2,137,680477,56,54982,3.221754
2,1385,1330975,91,67099,30.653073
2,1390,1895482,72,116800,38.963452
2,1395,1516116,35,193627,23.567472
2,1401,1614436,18,331096,12.657614
2,1403,702655,97,33820,16.830867
2,1407,254814,59,19984,2.698425
2,1411,1036556,73,63442,23.468585
2,1422,511775,85,28000,12.374013
2,1428,666126,54,56266,12.372720
2,1429,1605926,33,204001,13.339782
2,1448,64239,84,3634,1.725422
2,1453,656253,67,45034,14.065579
2,1476,914814,40,96955,8.652278
2,1488,1206045,13,339643,16.580338
2,1501,1079116,44,112798,9.429088
2,1512,619559,25,104302,10.035046
2,153,642940,35,77710,2.538327
2,1543,50493,90,2692,1.324267
2,1543,843121,75,50734,19.551748
2,1545,1101545,99,51835,14.950784
2,1546,661768,48,60742,11.969451
2,1548,79721,62,6040,1.900574
2,1569,770551,58,61204,7.777889
2,1577,1697737,76,100762,19.066409
2,1586,1724203,15,405205,23.838540
2,1591,663025,51,57592,12.873068
2,1592,1412953,68,93766,29.879718
2,1592,883175,55,71170,18.532257
2,1600,440574,99,20551,12.867818
2,1601,1851341,18,362110,14.522916
2,1612,1748984,20,317638,23.622553
2,1612,809668,27,123301,13.069432
2,1618,1083313,34,138532,19.213584
2,1618,1876490,42,184945,31.565542
2,1619,1978892,88,101503,47.022750
2,1624,1659703,55,131794,32.311112
2,1626,670704,24,113272,10.212988
2,1657,491243,10,150019,7.742312
2,166,474910,99,22159,5.001534
2,1662,1306914,84,72385,15.564849
2,1676,1132872,38,136690,19.180220
2,1676,1567555,58,124177,29.310616
2,1681,383703,51,34756,7.805515
2,1691,1206208,15,303040,17.218481
2,1697,948799,79,55717,21.986657
2,1703,582129,54,49951,11.311551
2,1708,1257724,78,73777,29.880057
2,171,653901,75,39487,4.490494
2,1718,1048604,52,90553,20.733326
2,1721,1976112,33,240337,17.907158
2,1724,1077848,65,76072,23.533622
2,1728,1441291,76,85432,33.028749
2,1728,322938,45,32980,6.432048
2,1739,1972652,63,136522,38.901963
2,1743,1194196,75,72706,28.771017
2,1744,1254320,26,202915,20.340347
2,1745,59193,40,6841,1.426360
2,1746,1771098,15,410323,24.899422
2,1766,725960,80,42328,17.525387
2,1769,1241695,55,100906,24.941864
2,1777,1804095,40,190024,18.139772
2,1789,1131805,98,53440,31.192198
2,1832,1890527,70,119116,22.026612
2,1838,1240447,15,312967,18.653719
2,1847,53438,25,9103,0.723518
2,1852,842669,49,77674,16.370845
2,1855,1245084,66,85204,13.842267
2,1855,1643639,17,355750,22.696507
2,1866,1296750,67,87040,30.946585
2,1868,1893828,75,112315,22.254829
2,1884,996727,94,48193,28.594068
2,1891,616980,38,73792,11.341206
2,1891,712224,23,135172,11.707112
2,1898,1866122,89,94468,24.824538
2,1901,1669834,16,367891,23.891632
2,1917,1424123,35,171202,13.091066
2,1944,911342,53,75505,19.127663
2,1955,1291154,22,237577,20.283496
2,1958,1072760,30,155950,19.391407
2,1983,1164466,49,107377,22.828915
2,1990,1255657,48,117124,12.910321
2,1993,1197277,100,55387,33.164022
2,2000,907643,43,89212,9.901685
2,2003,973238,42,97351,19.520916
2,2011,1652181,58,126007,20.007069
2,2027,722486,95,35473,20.740293
2,2040,1283907,32,168637,22.304587
2,2059,1123243,68,75235,25.906762
2,2066,349978,39,40771,7.545125
2,2069,1307795,97,62509,17.964175
2,2072,937025,48,84601,9.808426
2,2073,650854,73,40939,17.378106
2,2074,829829,10,311374,7.777314
2,2081,361202,76,21808,4.408159
2,2097,1282537,83,72052,32.840414
2,2106,254843,49,23722,5.620484
2,2110,436977,44,43465,9.818516
2,2117,159518,96,7762,2.308254
2,2123,423549,38,49390,8.166884
2,2126,1576417,60,116428,33.961839
2,2142,596766,41,66370,6.000729
2,2149,1898158,58,141676,22.008266
2,2156,877030,65,62383,20.098426
2,2211,1658500,80,96187,43.256415
2,2214,950276,80,53257,25.479665
