Skin,1000,4,245057,2.0833333,0.8235,0.017947416280755125,0.02175860000375108,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,100,4.0,1.5000,0.09760591823962068,0.13404606045905149,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,100,4.0,1.5000,0.09760591823962068,0.13404606045905149,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,100,4.0,1.5000,0.0976059182396207,0.1340460604590515,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,1000,2.0,1.7400,0.015458097061609936,0.02205638394626567,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,1000,2.0,1.7400,0.015458097061609926,0.022056383946265672,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,1000,2.0,1.7400,0.015458097061609924,0.02205638394626568,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,10000,2.0,1.4190,0.011791574516659832,0.012305503327524973,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,10000,2.0,1.4190,0.011791574516659827,0.012305503327524987,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,10000,2.0,1.4190,0.011791574516659848,0.012305503327524989,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,100000,1.7272727,1.0542,0.006011047845182244,0.011142441051202674,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,100000,1.7272727,1.0542,0.006011047845182244,0.011142441051202668,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,100000,1.7272727,1.0542,0.006011047845182227,0.011142441051202647,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,57,4601,2.857143,0.7890,0.009128200845928696,0.04590083662916215,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,57,4601,2.857143,0.7890,0.00912820084592869,0.045900836629162174,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,57,4601,2.857143,0.7890,0.00912820084592869,0.04590083662916218,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,2,1000,2.2,0.9000,0.06566350977445591,0.07596679867759785,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,2,1000,2.2,0.9000,0.06566350977445588,0.07596679867759784,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,2,1000,2.2,0.9000,0.06566350977445591,0.07596679867759784,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,10,1000,2.6,1.5600,0.0354077815433457,0.02251960296880884,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,10,1000,2.6,1.5600,0.03540778154334571,0.02251960296880884,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,10,1000,2.6,1.5600,0.03540778154334571,0.02251960296880884,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,20,1000,3.0,1.2000,0.076337372020585,0.046869960601003124,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,20,1000,3.0,1.2000,0.07633737202058496,0.04686996060100312,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,20,1000,3.0,1.2000,0.07633737202058494,0.046869960601003124,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,30,1000,3.6,1.2600,0.0900975171825821,0.05874878666397153,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,30,1000,3.6,1.2600,0.0900975171825821,0.0587487866639715,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,30,1000,3.6,1.2600,0.09009751718258209,0.05874878666397149,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,40,1000,3.6,1.3200,0.08076549073945011,0.06294867426873955,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,40,1000,3.6,1.3200,0.08076549073945011,0.06294867426873957,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,40,1000,3.6,1.3200,0.08076549073945008,0.06294867426873957,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,10,50,1000,3.4,1.4100,0.08183262995266637,0.05787253029278417,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,100,50,1000,3.4,1.4100,0.0818326299526664,0.057872530292784156,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Spam,1000,50,1000,3.4,1.4100,0.08183262995266638,0.05787253029278417,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,10,14500,3.0,0.0641,0.013902832698996772,0.028850217525450684,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,10,14500,3.0,0.0641,0.01390283269899677,0.028850217525450684,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,10,14500,3.0,0.0641,0.01390283269899677,0.028850217525450684,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,2,1000,2.6,1.3500,0.00106108573280447,0.0010011742540551058,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,2,1000,2.6,1.3500,0.0010610857328044701,0.0010011742540551058,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,2,1000,2.6,1.3500,0.00106108573280447,0.0010011742540551058,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,2,5000,2.4285715,0.6480,0.004106122716107637,0.02905320083192698,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,2,5000,2.4285715,0.6480,0.004106122716107639,0.02905320083192699,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,2,5000,2.4285715,0.6480,0.004106122716107639,0.029053200831927,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,2,10000,2.25,0.2910,0.006950225876000325,0.04444177828145829,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,2,10000,2.25,0.2910,0.006950225876000325,0.0444417782814583,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,2,10000,2.25,0.2910,0.0069502258760003295,0.04444177828145829,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,10,1000,3.2,0.9900,0.002017645718941701,0.0014655452642657865,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,10,1000,3.2,0.9900,0.0020176457189417006,0.001465545264265786,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,10,1000,3.2,0.9900,0.0020176457189417015,0.001465545264265786,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,10,5000,3.4285715,0.4200,0.00429826578766273,0.013444908047639464,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,10,5000,3.4285715,0.4200,0.004298265787662731,0.013444908047639462,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,10,5000,3.4285715,0.4200,0.004298265787662732,0.013444908047639462,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,10,10,10000,2.75,0.2790,0.006199321392576231,0.022595625762212235,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,100,10,10000,2.75,0.2790,0.00619932139257623,0.02259562576221223,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Shuttle,1000,10,10000,2.75,0.2790,0.006199321392576228,0.02259562576221223,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,10,3,164860,1.9166666,1.4157,0.02449491044787458,0.02021338908314127,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,100,3,164860,1.9166666,1.4157,0.024494910447874583,0.02021338908314131,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,1000,3,164860,1.9166666,1.4157,0.024494910447874618,0.020213389083141256,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,10,2,1000,2.0,1.7700,0.0440760518677411,0.03369277927382835,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,100,2,1000,2.0,1.7700,0.0440760518677411,0.03369277927382835,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,1000,2,1000,2.0,1.7700,0.04407605186774109,0.03369277927382834,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,10,2,5000,2.0,1.5480,0.03443539179007372,0.04183966500024749,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,100,2,5000,2.0,1.5480,0.03443539179007373,0.041839665000247495,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,1000,2,5000,2.0,1.5480,0.03443539179007376,0.041839665000247474,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,10,2,10000,2.0,1.5450,0.025417383266844527,0.028109502183772603,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,100,2,10000,2.0,1.5450,0.025417383266844524,0.028109502183772596,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,1000,2,10000,2.0,1.5450,0.025417383266844507,0.028109502183772592,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,10,2,50000,1.7,1.5102,0.013138036042847192,0.016533805466080517,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,100,2,50000,1.7,1.5102,0.013138036042847172,0.016533805466080544,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,1000,2,50000,1.7,1.5102,0.01313803604284716,0.016533805466080534,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,10,2,100000,1.8181819,1.4928,0.009337799888073763,0.01198730529117082,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,100,2,100000,1.8181819,1.4928,0.009337799888073746,0.01198730529117083,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
conf,1000,2,100000,1.8181819,1.4928,0.009337799888073747,0.011987305291170832,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,10,2,169300,2.0,0.6727,0.0029579345734079532,0.012919853795529323,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,100,2,169300,2.0,0.6727,0.0029579345734079498,0.012919853795529334,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,1000,2,169300,2.0,0.6727,0.002957934573407949,0.012919853795529316,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,10,2,1000,2.2,1.4700,0.08256335214638463,0.10680362848767724,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,100,2,1000,2.2,1.4700,0.08256335214638462,0.10680362848767724,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,1000,2,1000,2.2,1.4700,0.08256335214638462,0.10680362848767726,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,10,2,5000,2.2857144,1.1220,0.017679776523110702,0.028887293298886733,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,100,2,5000,2.2857144,1.1220,0.017679776523110695,0.02888729329888672,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,1000,2,5000,2.2857144,1.1220,0.017679776523110695,0.028887293298886715,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,10,2,10000,2.125,1.0740,0.011935787625473244,0.01929947239796218,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,100,2,10000,2.125,1.0740,0.011935787625473227,0.019299472397962182,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,1000,2,10000,2.125,1.0740,0.011935787625473232,0.01929947239796218,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,10,2,50000,2.0,0.8796,0.006738390674838927,0.015501877665463666,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,100,2,50000,2.0,0.8796,0.006738390674838902,0.015501877665463671,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,1000,2,50000,2.0,0.8796,0.006738390674838898,0.015501877665463666,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,23,53400,2.8,0.3506,0.001912579736020254,0.014590010463054054,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,23,53400,2.8,0.3506,0.0019125797360202547,0.014590010463054049,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,23,53400,2.8,0.3506,0.0019125797360202566,0.014590010463054042,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,2,1000,2.2,1.2300,0.017445559995165668,0.04120626142910835,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,2,1000,2.2,1.2300,0.017445559995165665,0.041206261429108354,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,2,1000,2.2,1.2300,0.017445559995165668,0.04120626142910836,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,2,5000,2.142857,1.0020,0.008157040902291638,0.02482269471965239,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,2,5000,2.142857,1.0020,0.00815704090229164,0.024822694719652354,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,2,5000,2.142857,1.0020,0.008157040902291638,0.024822694719652358,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,2,10000,2.0,0.8850,0.00552701775903723,0.013106196999293267,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,2,10000,2.0,0.8850,0.005527017759037231,0.01310619699929327,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,2,10000,2.0,0.8850,0.00552701775903723,0.013106196999293267,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,2,50000,1.7,0.5784,0.002870360462372593,0.0066409860024189415,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,2,50000,1.7,0.5784,0.0028703604623725944,0.006640986002418939,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,2,50000,1.7,0.5784,0.0028703604623725957,0.006640986002418939,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,10,1000,2.6,1.1700,0.02236462275446956,0.05394605419459889,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,10,1000,2.6,1.1700,0.02236462275446956,0.05394605419459889,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,10,1000,2.6,1.1700,0.02236462275446956,0.05394605419459891,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,10,5000,2.7142856,1.0140,0.00899841052475818,0.022786051505027775,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,10,5000,2.7142856,1.0140,0.008998410524758181,0.022786051505027778,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,10,5000,2.7142856,1.0140,0.00899841052475819,0.022786051505027775,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,10,10000,2.625,0.9720,0.006540554970400614,0.015438525512916084,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,10,10000,2.625,0.9720,0.006540554970400613,0.015438525512916077,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,10,10000,2.625,0.9720,0.006540554970400615,0.015438525512916077,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,4,245057,2.0,0.8178,0.017948391534582078,0.021891574960382704,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,4,245057,2.0,0.8178,0.017948391534582064,0.021891574960382593,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,4,245057,2.0,0.8178,0.0179483915345821,0.021891574960382514,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,1000,2.0,1.9500,0.013235313921774433,0.02103294430394167,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,1000,2.0,1.9500,0.013235313921774438,0.02103294430394166,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,1000,2.0,1.9500,0.013235313921774435,0.021032944303941658,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,5000,2.0,1.4040,0.013556836745842168,0.01746348396652444,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,5000,2.0,1.4040,0.013556836745842168,0.017463483966524394,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,5000,2.0,1.4040,0.01355683674584217,0.017463483966524352,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,10000,2.0,1.4340,0.011761947824906664,0.012007232764064797,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,10000,2.0,1.4340,0.01176194782490666,0.012007232764064783,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,10000,2.0,1.4340,0.011761947824906655,0.012007232764064782,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,50000,1.7,1.3326,0.005144906156388857,0.0073994536881860536,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,50000,1.7,1.3326,0.005144906156388861,0.007399453688186054,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,50000,1.7,1.3326,0.005144906156388863,0.007399453688186352,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,10,2,100000,1.7272727,1.0608,0.005944638565841901,0.010997996384862698,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,100,2,100000,1.7272727,1.0608,0.005944638565841905,0.010997996384862504,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Skin,1000,2,100000,1.7272727,1.0608,0.00594463856584191,0.010997996384862813,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,10,2,100000,2.0,0.6045,0.003725182723535229,0.01590167525881819,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,100,2,100000,2.0,0.6045,0.003725182723535238,0.015901675258818214,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
euro,1000,2,100000,2.0,0.6045,0.0037251827235352244,0.015901675258818224,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,10,50000,2.4,0.5268,0.003296248346925256,0.007234359077747728,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,10,50000,2.4,0.5268,0.0032962483469252545,0.007234359077747739,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,10,50000,2.4,0.5268,0.003296248346925247,0.00723435907774773,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,20,1000,3.2,1.1100,0.023411281541902862,0.05478292203713372,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,20,1000,3.2,1.1100,0.023411281541902872,0.05478292203713372,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,20,1000,3.2,1.1100,0.023411281541902872,0.05478292203713372,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,20,5000,2.2857144,0.9540,0.009767148147618369,0.022173603534841473,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,20,5000,2.2857144,0.9540,0.00976714814761838,0.022173603534841473,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,20,5000,2.2857144,0.9540,0.009767148147618384,0.022173603534841466,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,20,10000,2.5,0.9930,0.007102756003313053,0.014721754491085445,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,20,10000,2.5,0.9930,0.007102756003313059,0.014721754491085438,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,20,10000,2.5,0.9930,0.007102756003313052,0.014721754491085447,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,20,65550,2.3636363,0.6677,4.292468768055074E-4,0.002064659318021668,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,20,65550,2.3636363,0.6677,4.2924687680550715E-4,0.0020646593180216706,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,20,65550,2.3636363,0.6677,4.2924687680550704E-4,0.0020646593180216723,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,2,1000,2.2,1.2900,0.020381723466421083,0.05028055025231528,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,2,1000,2.2,1.2900,0.020381723466421083,0.050280550252315294,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,2,1000,2.2,1.2900,0.020381723466421087,0.050280550252315294,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,2,5000,1.8571428,0.5160,0.012716031802092898,0.03655275866775293,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,2,5000,1.8571428,0.5160,0.012716031802092896,0.0365527586677529,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,2,5000,1.8571428,0.5160,0.012716031802092895,0.03655275866775289,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,2,10000,1.75,0.3420,0.009497601420576464,0.03250696601357812,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,2,10000,1.75,0.3420,0.009497601420576464,0.03250696601357805,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,2,10000,1.75,0.3420,0.009497601420576464,0.03250696601357813,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,2,50000,1.6,0.1104,0.007694787016707209,0.04026512810356943,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,2,50000,1.6,0.1104,0.007694787016707209,0.040265128103569435,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,2,50000,1.6,0.1104,0.007694787016707208,0.040265128103569435,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,10,1000,2.8,0.9600,0.0015129854708930811,0.004163359134716576,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,10,1000,2.8,0.9600,0.0015129854708930811,0.004163359134716576,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,10,1000,2.8,0.9600,0.0015129854708930811,0.004163359134716575,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,10,5000,2.4285715,0.8760,0.0011053476563465741,0.007907951221155972,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,10,5000,2.4285715,0.8760,0.0011053476563465728,0.007907951221155972,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,10,5000,2.4285715,0.8760,0.0011053476563465724,0.007907951221155972,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,10,10000,2.75,0.9300,5.416888511188669E-4,0.005371896278576746,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,10,10000,2.75,0.9300,5.416888511188669E-4,0.005371896278576749,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,1000,10,10000,2.75,0.9300,5.41688851118867E-4,0.005371896278576737,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,10,20,50000,2.6,0.3642,0.001828662796720137,0.014673878558853715,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,100,20,50000,2.6,0.3642,0.001828662796720137,0.014673878558853675,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggDirected,1000,20,50000,2.6,0.3642,0.001828662796720136,0.01467387855885366,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,10,10,50000,2.8,0.5772,2.3795880897776618E-4,0.002405176945413392,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
KeggUndirect,100,10,50000,2.8,0.5772,2.379588089777662E-4,0.0024051769454133927,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
