KeggUndirect,10,2,5000,1.8571428,0.5400,0.0121,0.0348,13,15,14,3,2,6,1,8,5,7,4,9,10,0,12,11,
KeggUndirect,100,2,5000,1.8571428,0.5400,0.0121,0.0348,14,13,15,7,6,8,10,9,12,3,2,11,4,1,5,0,
KeggUndirect,1000,2,5000,1.8571428,0.5400,0.0121,0.0348,15,14,13,7,10,8,9,6,5,2,4,12,11,0,3,1,
KeggUndirect,10,2,10000,1.75,0.3390,0.0091,0.0325,14,13,15,3,0,2,11,12,1,7,4,10,6,8,9,5,
KeggUndirect,100,2,10000,1.75,0.3390,0.0091,0.0325,14,13,15,6,7,8,10,9,2,12,11,0,4,3,1,5,
KeggUndirect,1000,2,10000,1.75,0.3390,0.0091,0.0325,13,6,15,14,0,7,10,8,9,5,12,2,1,4,11,3,
KeggUndirect,10,2,50000,1.6,0.1128,0.0070,0.0396,13,14,15,6,11,7,10,2,3,8,4,1,9,12,5,0,
KeggUndirect,100,2,50000,1.6,0.1128,0.0070,0.0396,14,13,15,7,6,10,8,2,12,9,11,4,3,5,1,0,
KeggUndirect,1000,2,50000,1.6,0.1128,0.0070,0.0396,15,14,13,6,10,7,8,9,5,12,2,11,4,0,1,3,
KeggUndirect,10,10,1000,2.8,0.9000,0.0016,0.0043,14,13,2,15,7,8,4,10,1,12,11,9,0,3,6,5,
KeggUndirect,100,10,1000,2.8,0.9000,0.0016,0.0043,14,7,8,6,9,3,2,13,4,1,15,0,10,5,11,12,
KeggUndirect,1000,10,1000,2.8,0.9000,0.0016,0.0043,6,14,10,7,15,8,9,13,2,4,5,0,1,3,12,11,
KeggUndirect,10,10,5000,2.4285715,0.9000,0.0011,0.0078,13,14,15,2,1,8,10,11,4,7,3,0,9,12,6,5,
KeggUndirect,100,10,5000,2.4285715,0.9000,0.0011,0.0078,14,7,8,9,6,10,15,12,13,2,3,11,0,1,4,5,
KeggUndirect,1000,10,5000,2.4285715,0.9000,0.0011,0.0078,14,6,7,8,9,10,15,13,2,4,0,1,12,11,5,3,
KeggUndirect,10,10,10000,2.5,0.9150,0.0006,0.0054,13,15,14,2,11,1,8,10,7,9,3,0,4,12,6,5,
KeggUndirect,100,10,10000,2.5,0.9150,0.0006,0.0054,14,7,8,10,15,9,13,6,12,2,3,4,0,11,1,5,
KeggUndirect,1000,10,10000,2.5,0.9150,0.0006,0.0054,14,7,10,8,13,9,6,15,2,12,1,0,4,11,3,5,
KeggUndirect,10,10,50000,2.4,0.5766,0.0002,0.0024,13,15,14,7,11,10,8,12,2,9,1,0,4,3,6,5,
KeggUndirect,100,10,50000,2.4,0.5766,0.0002,0.0024,14,7,10,8,9,15,13,12,2,6,3,11,4,1,0,5,
KeggUndirect,1000,10,50000,2.4,0.5766,0.0002,0.0024,7,10,8,9,14,6,2,12,4,1,11,0,13,15,3,5,
KeggUndirect,10,20,1000,2.4,0.8700,0.0022,0.0044,14,2,1,4,11,9,13,8,15,10,12,7,0,3,6,5,
KeggUndirect,100,20,1000,2.4,0.8700,0.0022,0.0044,14,7,9,8,6,2,15,3,13,4,1,10,0,11,12,5,
KeggUndirect,1000,20,1000,2.4,0.8700,0.0022,0.0044,6,10,7,8,9,14,13,2,15,4,1,0,5,3,12,11,
KeggUndirect,10,20,5000,2.4285715,0.8880,0.0015,0.0078,14,13,11,10,9,15,7,8,2,12,1,4,3,0,6,5,
KeggUndirect,100,20,5000,2.4285715,0.8880,0.0015,0.0078,14,7,9,8,10,12,15,6,3,2,13,4,11,1,0,5,
KeggUndirect,1000,20,5000,2.4285715,0.8880,0.0015,0.0078,14,7,6,9,8,10,2,4,13,1,15,0,12,3,11,5,
KeggUndirect,10,20,10000,2.75,0.8520,0.0009,0.0056,14,13,15,1,2,11,7,9,8,10,4,12,0,3,6,5,
KeggUndirect,100,20,10000,2.75,0.8520,0.0009,0.0056,14,7,9,8,12,10,15,13,2,3,6,4,11,1,0,5,
KeggUndirect,1000,20,10000,2.75,0.8520,0.0009,0.0056,14,7,9,8,10,2,6,4,13,12,1,15,0,11,3,5,
KeggUndirect,10,20,50000,2.5,0.5904,0.0006,0.0025,13,15,14,2,7,11,9,10,8,4,1,12,3,0,6,5,
KeggUndirect,100,20,50000,2.5,0.5904,0.0006,0.0025,14,7,10,9,8,12,2,3,6,13,15,4,11,0,1,5,
KeggUndirect,1000,20,50000,2.5,0.5904,0.0006,0.0025,7,14,10,8,9,12,2,6,4,11,13,1,0,15,3,5,
covtype,10,2,1000,1.4,1.5600,0.0421,0.0185,8,10,9,11,7,12,14,13,3,4,2,0,6,1,5,15,
covtype,100,2,1000,1.4,1.5600,0.0421,0.0185,6,3,14,7,8,9,5,2,10,12,0,13,4,15,1,11,
covtype,1000,2,1000,1.4,1.5600,0.0421,0.0185,14,15,10,6,5,13,9,3,0,8,7,11,12,2,4,1,
covtype,10,2,5000,1.5714285,1.5000,0.0256,0.0113,2,1,8,6,11,7,9,12,10,4,3,13,14,0,5,15,
covtype,100,2,5000,1.5714285,1.5000,0.0256,0.0113,9,8,6,7,10,3,13,12,11,14,5,0,2,1,4,15,
covtype,1000,2,5000,1.5714285,1.5000,0.0256,0.0113,6,7,9,14,8,10,13,2,4,15,0,12,5,11,3,1,
covtype,10,2,10000,1.5,1.5150,0.0175,0.0087,13,0,3,2,7,1,11,8,4,6,9,10,15,14,12,5,
covtype,100,2,10000,1.5,1.5150,0.0175,0.0087,6,14,7,10,9,8,13,3,12,0,11,2,15,4,1,5,
covtype,1000,2,10000,1.5,1.5150,0.0175,0.0087,14,7,6,10,9,8,13,2,12,0,15,4,11,1,5,3,
covtype,10,2,50000,1.7,1.4856,0.0047,0.0062,13,15,14,7,10,11,9,8,2,3,1,12,4,0,6,5,
covtype,100,2,50000,1.7,1.4856,0.0047,0.0062,14,13,7,10,9,8,6,15,12,2,3,0,11,4,1,5,
covtype,1000,2,50000,1.7,1.4856,0.0047,0.0062,7,10,9,8,14,6,12,2,0,4,1,11,13,15,3,5,
covtype,10,2,100000,1.6363636,1.2069,0.0024,0.0052,13,15,14,2,3,1,0,10,11,4,7,9,8,12,6,5,
covtype,100,2,100000,1.6363636,1.2069,0.0024,0.0052,14,13,15,10,7,9,8,6,12,2,3,0,11,4,1,5,
covtype,1000,2,100000,1.6363636,1.2069,0.0024,0.0052,14,7,10,9,8,6,12,0,2,13,15,4,1,11,3,5,
covtype,10,2,500000,1.4285715,0.5610,0.0008,0.0034,13,15,14,2,3,10,7,1,11,4,9,0,8,12,6,5,
covtype,100,2,500000,1.4285715,0.5610,0.0008,0.0034,14,13,15,7,10,9,8,6,12,2,3,0,4,11,1,5,
covtype,1000,2,500000,1.4285715,0.5610,0.0008,0.0034,14,13,15,7,10,9,8,6,12,0,2,4,11,1,3,5,
covtype,10,10,1000,1.8,1.6500,0.1475,0.0552,3,14,2,0,7,6,1,10,11,8,4,9,12,13,5,15,
covtype,100,10,1000,1.8,1.6500,0.1475,0.0552,14,9,7,6,8,3,10,2,13,0,4,15,1,11,12,5,
covtype,1000,10,1000,1.8,1.6500,0.1475,0.0552,6,13,10,7,14,15,8,9,5,2,0,4,1,3,12,11,
covtype,10,10,5000,1.8571428,1.5720,0.0536,0.0297,3,14,2,0,1,7,8,11,10,6,4,9,13,12,15,5,
covtype,100,10,5000,1.8571428,1.5720,0.0536,0.0297,14,7,9,10,8,6,3,2,12,0,13,15,4,1,11,5,
covtype,1000,10,5000,1.8571428,1.5720,0.0536,0.0297,14,7,9,8,6,10,2,13,0,15,1,4,12,3,11,5,
covtype,10,10,10000,1.875,1.5180,0.0480,0.0225,14,0,3,10,4,9,7,11,8,1,13,6,12,2,15,5,
covtype,100,10,10000,1.875,1.5180,0.0480,0.0225,7,14,10,9,8,6,3,2,12,0,13,4,11,1,15,5,
covtype,1000,10,10000,1.875,1.5180,0.0480,0.0225,14,7,9,8,10,6,13,2,12,0,15,4,1,11,3,5,
covtype,10,10,50000,1.7,1.6140,0.0373,0.0185,13,14,15,2,3,11,10,7,9,8,1,0,12,4,6,5,
covtype,100,10,50000,1.7,1.6140,0.0373,0.0185,7,14,10,9,8,6,12,3,2,13,0,4,11,1,15,5,
covtype,1000,10,50000,1.7,1.6140,0.0373,0.0185,10,9,14,7,8,6,12,2,0,13,4,1,11,15,3,5,
covtype,10,10,100000,1.6363636,1.6068,0.0321,0.0137,13,14,3,2,15,7,10,11,4,1,9,0,8,12,6,5,
covtype,100,10,100000,1.6363636,1.6068,0.0321,0.0137,7,10,14,9,8,6,3,12,2,13,0,4,11,15,1,5,
covtype,1000,10,100000,1.6363636,1.6068,0.0321,0.0137,10,9,7,14,8,6,12,2,0,13,4,1,11,15,3,5,
covtype,10,10,500000,1.6428572,1.4980,0.0212,0.0073,13,14,3,2,15,0,1,7,11,4,10,9,8,12,6,5,
covtype,100,10,500000,1.6428572,1.4980,0.0212,0.0073,10,14,7,9,8,3,12,6,2,13,0,15,11,4,1,5,
covtype,1000,10,500000,1.6428572,1.4980,0.0212,0.0073,7,10,14,9,8,6,12,2,13,0,4,1,15,11,3,5,
covtype,10,20,1000,1.8,1.5300,0.1460,0.0485,2,3,7,10,4,6,1,8,9,11,14,12,0,13,15,5,
covtype,100,20,1000,1.8,1.5300,0.1460,0.0485,14,7,9,8,3,6,2,13,15,4,1,11,12,0,10,5,
covtype,1000,20,1000,1.8,1.5300,0.1460,0.0485,6,10,7,14,15,13,9,8,5,4,2,0,3,1,12,11,
covtype,10,20,5000,2.142857,1.4520,0.0569,0.0308,3,7,4,1,10,2,9,8,14,6,11,0,12,13,15,5,
covtype,100,20,5000,2.142857,1.4520,0.0569,0.0308,7,9,8,14,10,3,2,6,12,4,1,0,11,13,15,5,
covtype,1000,20,5000,2.142857,1.4520,0.0569,0.0308,14,9,7,8,6,10,13,2,12,1,15,4,0,11,3,5,
covtype,10,20,10000,1.75,1.5540,0.0471,0.0229,14,3,2,10,9,11,7,4,8,1,13,12,0,15,6,5,
covtype,100,20,10000,1.75,1.5540,0.0471,0.0229,14,7,9,8,10,3,6,2,12,1,0,4,11,13,15,5,
covtype,1000,20,10000,1.75,1.5540,0.0471,0.0229,7,14,9,8,10,2,6,4,1,12,0,13,3,11,15,5,
covtype,10,20,50000,1.6,1.5930,0.0373,0.0183,13,14,3,7,11,10,9,4,8,15,2,1,12,6,0,5,
covtype,100,20,50000,1.6,1.5930,0.0373,0.0183,7,14,10,9,8,12,3,6,2,11,4,13,1,0,15,5,
covtype,1000,20,50000,1.6,1.5930,0.0373,0.0183,14,7,10,9,8,12,2,6,4,11,13,1,0,15,3,5,
covtype,10,20,100000,1.6363636,1.6152,0.0318,0.0133,13,14,9,10,2,11,3,15,8,7,1,4,12,0,6,5,
covtype,100,20,100000,1.6363636,1.6152,0.0318,0.0133,7,14,10,9,8,3,12,2,6,4,11,13,1,0,15,5,
covtype,1000,20,100000,1.6363636,1.6152,0.0318,0.0133,7,14,9,10,8,12,2,6,4,1,11,0,13,15,3,5,
covtype,10,20,500000,1.5714285,1.5009,0.0212,0.0072,14,13,3,2,15,1,9,4,10,11,7,8,12,0,6,5,
covtype,100,20,500000,1.5714285,1.5009,0.0212,0.0072,7,9,10,14,8,3,12,2,6,4,1,13,11,0,15,5,
covtype,1000,20,500000,1.5714285,1.5009,0.0212,0.0072,14,7,10,9,8,12,6,2,13,11,4,0,1,15,3,5,
covtype,10,30,1000,1.8,1.5900,0.1498,0.0586,14,2,3,4,10,9,7,8,11,6,12,1,13,0,15,5,
covtype,100,30,1000,1.8,1.5900,0.1498,0.0586,14,7,3,8,9,6,2,4,1,13,11,15,0,12,10,5,
covtype,1000,30,1000,1.8,1.5900,0.1498,0.0586,6,10,8,7,9,14,13,2,4,5,0,1,3,15,12,11,
covtype,10,30,5000,2.2857144,1.5480,0.0546,0.0294,2,3,1,7,9,8,10,11,14,4,15,0,12,6,13,5,
covtype,100,30,5000,2.2857144,1.5480,0.0546,0.0294,14,7,9,8,3,10,2,6,12,4,1,11,13,15,0,5,
covtype,1000,30,5000,2.2857144,1.5480,0.0546,0.0294,14,7,9,8,6,10,2,4,1,13,3,15,0,12,11,5,
covtype,10,30,10000,2.0,1.5420,0.0480,0.0232,3,14,2,1,4,10,0,11,7,8,6,9,12,13,15,5,
covtype,100,30,10000,2.0,1.5420,0.0480,0.0232,14,7,9,8,10,3,2,12,6,4,11,1,13,15,0,5,
covtype,1000,30,10000,2.0,1.5420,0.0480,0.0232,7,9,14,8,10,2,6,4,1,12,13,3,0,15,11,5,
covtype,10,30,50000,1.7,1.5972,0.0373,0.0175,14,13,9,15,7,10,8,11,2,12,4,3,1,6,0,5,
covtype,100,30,50000,1.7,1.5972,0.0373,0.0175,14,7,9,10,8,3,2,12,4,6,11,1,13,0,15,5,
covtype,1000,30,50000,1.7,1.5972,0.0373,0.0175,7,14,10,9,8,2,12,1,4,11,6,13,0,3,15,5,
covtype,10,30,100000,1.6363636,1.6218,0.0317,0.0134,14,13,15,2,9,3,8,7,10,1,4,11,12,0,6,5,
covtype,100,30,100000,1.6363636,1.6218,0.0317,0.0134,10,7,9,14,8,3,12,2,4,6,11,1,13,0,15,5,
covtype,1000,30,100000,1.6363636,1.6218,0.0317,0.0134,7,10,9,14,8,2,12,1,4,6,11,0,13,3,15,5,
covtype,10,30,500000,1.5714285,1.4940,0.0212,0.0071,14,13,15,2,3,7,9,10,11,8,4,1,12,0,6,5,
covtype,100,30,500000,1.5714285,1.4940,0.0212,0.0071,7,10,9,8,14,3,12,2,4,11,6,1,13,0,15,5,
covtype,1000,30,500000,1.5714285,1.4940,0.0212,0.0071,10,14,7,9,8,12,2,6,4,1,11,0,13,3,15,5,
covtype,10,40,1000,1.6,1.6200,0.1525,0.0473,3,2,14,4,1,7,6,9,8,10,11,12,0,13,15,5,
covtype,100,40,1000,1.6,1.6200,0.1525,0.0473,8,14,7,3,9,2,6,4,1,13,10,11,15,0,12,5,
covtype,1000,40,1000,1.6,1.6200,0.1525,0.0473,6,7,9,13,14,10,15,8,2,4,5,0,3,1,12,11,
covtype,10,40,5000,2.0,1.5420,0.0549,0.0316,2,4,3,1,14,10,9,11,7,8,12,0,6,13,15,5,
covtype,100,40,5000,2.0,1.5420,0.0549,0.0316,7,9,14,8,3,2,10,4,1,12,6,11,0,13,15,5,
covtype,1000,40,5000,2.0,1.5420,0.0549,0.0316,14,7,9,8,10,6,2,4,1,3,13,15,0,12,11,5,
covtype,10,40,10000,1.875,1.5150,0.0479,0.0228,14,2,4,9,1,7,11,10,8,3,12,6,0,13,15,5,
covtype,100,40,10000,1.875,1.5150,0.0479,0.0228,14,7,9,8,10,3,2,12,4,11,1,6,13,15,0,5,
covtype,1000,40,10000,1.875,1.5150,0.0479,0.0228,14,7,9,8,10,2,4,6,1,12,3,13,15,0,11,5,
covtype,10,40,50000,1.7,1.6086,0.0369,0.0180,14,13,15,2,4,1,11,9,10,7,8,3,12,6,0,5,
covtype,100,40,50000,1.7,1.6086,0.0369,0.0180,14,7,9,10,8,3,12,2,4,1,11,6,13,15,0,5,
covtype,1000,40,50000,1.7,1.6086,0.0369,0.0180,7,9,14,10,8,2,12,4,1,11,6,3,13,0,15,5,
covtype,10,40,100000,1.7272727,1.6041,0.0318,0.0132,14,13,15,2,9,10,1,11,4,8,7,3,12,0,6,5,
covtype,100,40,100000,1.7272727,1.6041,0.0318,0.0132,14,9,7,10,8,3,12,2,4,11,1,6,13,15,0,5,
covtype,1000,40,100000,1.7272727,1.6041,0.0318,0.0132,7,14,9,10,8,12,2,4,11,1,6,13,3,0,15,5,
covtype,10,40,500000,1.7142857,1.4790,0.0212,0.0071,14,13,15,3,2,9,4,7,10,11,1,8,12,0,6,5,
covtype,100,40,500000,1.7142857,1.4790,0.0212,0.0071,14,7,10,9,8,12,3,2,4,11,1,6,13,15,0,5,
covtype,1000,40,500000,1.7142857,1.4790,0.0212,0.0071,10,7,9,14,8,12,2,4,1,11,6,3,13,0,15,5,
covtype,10,50,1000,1.8,1.6200,0.1510,0.0577,14,2,4,9,1,7,10,3,11,8,12,6,0,13,15,5,
covtype,100,50,1000,1.8,1.6200,0.1510,0.0577,3,7,14,9,8,2,4,6,1,11,0,13,15,10,12,5,
covtype,1000,50,1000,1.8,1.6200,0.1510,0.0577,6,10,9,13,7,8,15,14,2,4,5,3,1,0,12,11,
covtype,10,50,5000,1.8571428,1.5480,0.0532,0.0291,14,2,9,10,3,8,4,7,1,11,12,6,0,13,15,5,
covtype,100,50,5000,1.8571428,1.5480,0.0532,0.0291,14,7,9,8,3,2,10,4,12,1,11,6,15,13,0,5,
covtype,1000,50,5000,1.8571428,1.5480,0.0532,0.0291,14,7,9,8,2,10,6,4,1,3,15,13,12,11,0,5,
covtype,10,50,10000,2.125,1.4880,0.0487,0.0231,14,2,9,10,4,7,1,11,3,8,12,6,13,0,15,5,
covtype,100,50,10000,2.125,1.4880,0.0487,0.0231,7,14,9,8,10,3,2,12,4,11,6,1,15,13,0,5,
covtype,1000,50,10000,2.125,1.4880,0.0487,0.0231,7,9,14,8,10,2,4,1,6,3,12,11,13,0,15,5,
covtype,10,50,50000,1.7,1.6116,0.0374,0.0180,14,13,2,15,9,4,1,7,10,11,8,3,12,6,0,5,
covtype,100,50,50000,1.7,1.6116,0.0374,0.0180,7,14,9,10,8,3,12,2,4,11,1,6,13,15,0,5,
covtype,1000,50,50000,1.7,1.6116,0.0374,0.0180,7,9,10,14,8,2,12,4,1,11,6,3,13,0,15,5,
covtype,10,50,100000,1.6363636,1.5951,0.0323,0.0134,14,13,9,15,10,2,11,8,4,12,1,7,3,6,0,5,
covtype,100,50,100000,1.6363636,1.5951,0.0323,0.0134,14,9,7,10,8,3,12,2,4,11,1,6,13,15,0,5,
covtype,1000,50,100000,1.6363636,1.5951,0.0323,0.0134,7,9,14,10,8,12,2,4,1,11,6,3,13,0,15,5,
covtype,10,50,500000,1.6428572,1.4976,0.0212,0.0071,14,13,2,15,4,9,7,10,3,11,8,1,12,0,6,5,
covtype,100,50,500000,1.6428572,1.4976,0.0212,0.0071,7,9,10,14,8,12,3,2,4,11,1,6,13,15,0,5,
covtype,1000,50,500000,1.6428572,1.4976,0.0212,0.0071,7,9,10,14,8,12,2,4,11,1,6,3,13,0,15,5,
dataset,k,dimension,trajectoryNumber,height,leafnode,radiusMean, radiusSD, fastest
