Spam,10,57,4601,,2.857143,2.3538361225820474,0.7890,1.6907,0.4812,0.009128200845928696,0.04590083662916215,1.2675,1.9670,0.0101,0.0631
Spam,100,57,4601,,2.857143,2.3538361225820474,0.7890,1.6907,0.4812,0.00912820084592869,0.045900836629162174,1.2675,1.9670,0.0101,0.0631
Spam,1000,57,4601,,2.857143,2.3538361225820474,0.7890,1.6907,0.4812,0.00912820084592869,0.04590083662916218,1.2675,1.9670,0.0101,0.0631
Spam,10,2,1000,,2.2,2.6999999999999997,0.9000,1.2533,0.3757,0.06566350977445591,0.07596679867759785,1.1111,2.9522,0.0737,0.1319
Spam,100,2,1000,,2.2,2.6999999999999997,0.9000,1.2533,0.3757,0.06566350977445588,0.07596679867759784,1.1111,2.9522,0.0737,0.1319
Spam,1000,2,1000,,2.2,2.6999999999999997,0.9000,1.2533,0.3757,0.06566350977445591,0.07596679867759784,1.1111,2.9522,0.0737,0.1319
Spam,10,10,1000,,2.6,4.62,1.5600,1.7769,0.4894,0.0354077815433457,0.02251960296880884,0.6410,0.7319,0.0454,0.1380
Spam,100,10,1000,,2.6,4.62,1.5600,1.7769,0.4894,0.03540778154334571,0.02251960296880884,0.6410,0.7319,0.0454,0.1380
Spam,1000,10,1000,,2.6,4.62,1.5600,1.7769,0.4894,0.03540778154334571,0.02251960296880884,0.6410,0.7319,0.0454,0.1380
Spam,10,20,1000,,3.0,3.5399999999999996,1.2000,1.8550,0.6870,0.076337372020585,0.046869960601003124,0.8333,1.1918,0.0753,0.1561
Spam,100,20,1000,,3.0,3.5399999999999996,1.2000,1.8550,0.6870,0.07633737202058496,0.04686996060100312,0.8333,1.1918,0.0753,0.1561
Spam,1000,20,1000,,3.0,3.5399999999999996,1.2000,1.8550,0.6870,0.07633737202058494,0.046869960601003124,0.8333,1.1918,0.0753,0.1561
Spam,10,30,1000,,3.6,3.7199999999999998,1.2600,1.9762,0.8295,0.0900975171825821,0.05874878666397153,0.7937,1.0234,0.0925,0.1647
Spam,100,30,1000,,3.6,3.7199999999999998,1.2600,1.9762,0.8295,0.0900975171825821,0.0587487866639715,0.7937,1.0234,0.0925,0.1647
Spam,1000,30,1000,,3.6,3.7199999999999998,1.2600,1.9762,0.8295,0.09009751718258209,0.05874878666397149,0.7937,1.0234,0.0925,0.1647
Spam,10,40,1000,,3.6,3.9,1.3200,1.9500,0.7910,0.08076549073945011,0.06294867426873955,0.7576,1.3218,0.0965,0.1602
Spam,100,40,1000,,3.6,3.9,1.3200,1.9500,0.7910,0.08076549073945011,0.06294867426873957,0.7576,1.3218,0.0965,0.1602
Spam,1000,40,1000,,3.6,3.9,1.3200,1.9500,0.7910,0.08076549073945008,0.06294867426873957,0.7576,1.3218,0.0965,0.1602
Spam,10,50,1000,,3.4,4.17,1.4100,2.0213,0.7885,0.08183262995266637,0.05787253029278417,0.7092,1.0611,0.0903,0.1536
Spam,100,50,1000,,3.4,4.17,1.4100,2.0213,0.7885,0.0818326299526664,0.057872530292784156,0.7092,1.0611,0.0903,0.1536
Spam,1000,50,1000,,3.4,4.17,1.4100,2.0213,0.7885,0.08183262995266638,0.05787253029278417,0.7092,1.0611,0.0903,0.1536
Shuttle,10,10,14500,,3.0,0.18827586206896552,0.0641,1.6815,0.8137,0.013902832698996772,0.028850217525450684,15.5914,63.2506,0.0591,0.1900
Shuttle,100,10,14500,,3.0,0.18827586206896552,0.0641,1.6815,0.8137,0.01390283269899677,0.028850217525450684,15.5914,63.2506,0.0591,0.1900
Shuttle,1000,10,14500,,3.0,0.18827586206896552,0.0641,1.6815,0.8137,0.01390283269899677,0.028850217525450684,15.5914,63.2506,0.0591,0.1900
Shuttle,10,2,1000,,2.6,4.17,1.3500,1.6044,0.4685,0.00106108573280447,0.0010011742540551058,0.7407,1.0865,0.0243,0.1472
Shuttle,100,2,1000,,2.6,4.17,1.3500,1.6044,0.4685,0.0010610857328044701,0.0010011742540551058,0.7407,1.0865,0.0243,0.1472
Shuttle,1000,2,1000,,2.6,4.17,1.3500,1.6044,0.4685,0.00106108573280447,0.0010011742540551058,0.7407,1.0865,0.0243,0.1472
Shuttle,10,2,5000,,2.4285715,2.028,0.6480,1.7209,0.3639,0.004106122716107637,0.02905320083192698,1.5432,3.6549,0.0122,0.0792
Shuttle,100,2,5000,,2.4285715,2.028,0.6480,1.7209,0.3639,0.004106122716107639,0.02905320083192699,1.5432,3.6549,0.0122,0.0792
Shuttle,1000,2,5000,,2.4285715,2.028,0.6480,1.7209,0.3639,0.004106122716107639,0.029053200831927,1.5432,3.6549,0.0122,0.0792
Shuttle,10,2,10000,,2.25,0.909,0.2910,1.6160,0.4153,0.006950225876000325,0.04444177828145829,3.4364,8.2782,0.0161,0.0824
Shuttle,100,2,10000,,2.25,0.909,0.2910,1.6160,0.4153,0.006950225876000325,0.0444417782814583,3.4364,8.2782,0.0161,0.0824
Shuttle,1000,2,10000,,2.25,0.909,0.2910,1.6160,0.4153,0.0069502258760003295,0.04444177828145829,3.4364,8.2782,0.0161,0.0824
Shuttle,10,10,1000,,3.2,2.9099999999999997,0.9900,1.8848,0.7033,0.002017645718941701,0.0014655452642657865,1.0101,1.2781,0.0385,0.1722
Shuttle,100,10,1000,,3.2,2.9099999999999997,0.9900,1.8848,0.7033,0.0020176457189417006,0.001465545264265786,1.0101,1.2781,0.0385,0.1722
Shuttle,1000,10,1000,,3.2,2.9099999999999997,0.9900,1.8848,0.7033,0.0020176457189417015,0.001465545264265786,1.0101,1.2781,0.0385,0.1722
Shuttle,10,10,5000,,3.4285715,1.248,0.4200,2.0265,0.6732,0.00429826578766273,0.013444908047639464,2.3810,3.5961,0.0224,0.1205
Shuttle,100,10,5000,,3.4285715,1.248,0.4200,2.0265,0.6732,0.004298265787662731,0.013444908047639462,2.3810,3.5961,0.0224,0.1205
Shuttle,1000,10,5000,,3.4285715,1.248,0.4200,2.0265,0.6732,0.004298265787662732,0.013444908047639462,2.3810,3.5961,0.0224,0.1205
Shuttle,10,10,10000,,2.75,0.8310000000000001,0.2790,1.7500,0.4976,0.006199321392576231,0.022595625762212235,3.5842,10.4172,0.0191,0.1068
Shuttle,100,10,10000,,2.75,0.8310000000000001,0.2790,1.7500,0.4976,0.00619932139257623,0.02259562576221223,3.5842,10.4172,0.0191,0.1068
Shuttle,1000,10,10000,,2.75,0.8310000000000001,0.2790,1.7500,0.4976,0.006199321392576228,0.02259562576221223,3.5842,10.4172,0.0191,0.1068
conf,10,3,164860,,1.9166666,4.246876137328643,1.4157,1.2912,0.1797,0.02449491044787458,0.02021338908314127,0.7063,0.3823,0.0143,0.0176
conf,100,3,164860,,1.9166666,4.246876137328643,1.4157,1.2912,0.1797,0.024494910447874583,0.02021338908314131,0.7063,0.3823,0.0143,0.0176
KeggDirected,10,23,53400,,2.8,1.0640449438202246,0.3506,1.5679,0.3294,0.001912579736020254,0.014590010463054054,2.8526,17.8353,0.0023,0.0271
euro,10,2,169300,,2.0,2.0176018901358534,0.6727,1.4361,0.1980,0.0029579345734079532,0.012919853795529323,1.4867,1.9999,0.0020,0.0110
conf,1000,3,164860,,1.9166666,4.246876137328643,1.4157,1.2912,0.1797,0.024494910447874618,0.020213389083141256,0.7063,0.3823,0.0143,0.0176
conf,10,2,1000,,2.0,5.25,1.7700,1.4508,0.3427,0.0440760518677411,0.03369277927382835,0.5650,0.3077,0.0601,0.1284
conf,100,2,1000,,2.0,5.25,1.7700,1.4508,0.3427,0.0440760518677411,0.03369277927382835,0.5650,0.3077,0.0601,0.1284
conf,1000,2,1000,,2.0,5.25,1.7700,1.4508,0.3427,0.04407605186774109,0.03369277927382834,0.5650,0.3077,0.0601,0.1284
conf,10,2,5000,,2.0,4.632000000000001,1.5480,1.4197,0.2964,0.03443539179007372,0.04183966500024749,0.6460,0.3158,0.0262,0.0367
conf,100,2,5000,,2.0,4.632000000000001,1.5480,1.4197,0.2964,0.03443539179007373,0.041839665000247495,0.6460,0.3158,0.0262,0.0367
conf,1000,2,5000,,2.0,4.632000000000001,1.5480,1.4197,0.2964,0.03443539179007376,0.041839665000247474,0.6460,0.3158,0.0262,0.0367
conf,10,2,10000,,2.0,4.6290000000000004,1.5450,1.3481,0.2636,0.025417383266844527,0.028109502183772603,0.6472,0.2584,0.0193,0.0291
conf,100,2,10000,,2.0,4.6290000000000004,1.5450,1.3481,0.2636,0.025417383266844524,0.028109502183772596,0.6472,0.2584,0.0193,0.0291
conf,1000,2,10000,,2.0,4.6290000000000004,1.5450,1.3481,0.2636,0.025417383266844507,0.028109502183772592,0.6472,0.2584,0.0193,0.0291
